question,answer,country_name
New Laws/Regulations,1,Norway
New Laws/Regulations,1,Oman
New Laws/Regulations,1,Pakistan
New Laws/Regulations,1,Palestine
New Laws/Regulations,1,Papua New Guinea
New Laws/Regulations,1,Paraguay
New Laws/Regulations,1,Peru
New Laws/Regulations,1,Qatar
New Laws/Regulations,0,North Macedonia
New Laws/Regulations,1,Rwanda
New Laws/Regulations,1,Samoa
New Laws/Regulations,1,Saudi Arabia
New Laws/Regulations,1,Sierra Leone
New Laws/Regulations,1,Solomon Islands
New Laws/Regulations,1,Somalia
New Laws/Regulations,1,South Africa
New Laws/Regulations,1,Spain
New Laws/Regulations,1,Sri Lanka
New Laws/Regulations,1,Sudan
New Laws/Regulations,1,Sweden
New Laws/Regulations,1,Switzerland
New Laws/Regulations,1,Syria
New Laws/Regulations,1,Tajikistan
New Laws/Regulations,1,Tanzania
New Laws/Regulations,1,Thailand
New Laws/Regulations,1,Timor-Leste
New Laws/Regulations,1,Tonga
New Laws/Regulations,1,Tunisia
New Laws/Regulations,1,Turkmenistan
New Laws/Regulations,1,Tuvalu
New Laws/Regulations,1,United Kingdom
New Laws/Regulations,1,United States
New Laws/Regulations,1,Uruguay
New Laws/Regulations,1,Vietnam
New Laws/Regulations,1,Yemen
New Laws/Regulations,1,Zambia
Professional Training,1,Afghanistan
Professional Training,1,Albania
Professional Training,1,United Arab Emirates
Professional Training,1,Argentina
Professional Training,1,Australia
Professional Training,1,Bangladesh
Professional Training,1,Barbados
Professional Training,1,Brunei
Professional Training,1,Canada
Professional Training,1,Cayman Islands
Professional Training,1,Chile
Professional Training,1,Colombia
Professional Training,1,Costa Rica
Professional Training,1,Denmark
Professional Training,1,Egypt
Professional Training,1,El Salvador
Professional Training,1,Eritrea
Professional Training,1,Eswatini
Professional Training,1,Ethiopia
Professional Training,1,Fiji
Professional Training,1,Finland
Professional Training,1,France
Professional Training,1,Germany
Professional Training,1,Ghana
Professional Training,1,India
Professional Training,1,Iran
Professional Training,1,Ireland
Professional Training,1,Kenya
Professional Training,1,Kuwait
Professional Training,1,Lebanon
Professional Training,1,Liberia
Professional Training,1,Libya
Professional Training,1,Malawi
Professional Training,1,Malaysia
Professional Training,1,Maldives
Professional Training,1,Malta
Professional Training,1,Mauritius
Professional Training,1,Micronesia
Professional Training,1,Mongolia
Professional Training,1,Myanmar
Professional Training,1,Namibia
Professional Training,1,Nauru
Professional Training,1,Nepal
Professional Training,1,Netherlands
Professional Training,1,Nigeria
Professional Training,1,Norway
Professional Training,1,Oman
Professional Training,1,Pakistan
Professional Training,1,Palestine
Professional Training,1,Papua New Guinea
Professional Training,1,Paraguay
Professional Training,1,Peru
Professional Training,1,Qatar
Professional Training,1,North Macedonia
Professional Training,1,Rwanda
Professional Training,1,Samoa
Professional Training,1,Saudi Arabia
Professional Training,1,Sierra Leone
Professional Training,1,Solomon Islands
Professional Training,1,Somalia
Professional Training,1,South Africa
Professional Training,1,Spain
Professional Training,1,Sri Lanka
Professional Training,1,Sudan
Professional Training,1,Sweden
Professional Training,1,Switzerland
Professional Training,1,Syria
Professional Training,1,Tajikistan
Professional Training,1,Tanzania
Professional Training,1,Thailand
Professional Training,1,Timor-Leste
Professional Training,1,Tonga
Professional Training,1,Tunisia
Professional Training,1,Turkmenistan
Professional Training,1,Tuvalu
Professional Training,1,United Kingdom
Professional Training,1,United States
Professional Training,1,Uruguay
Professional Training,1,Vietnam
Professional Training,1,Yemen
Professional Training,1,Zambia
Public Awareness,1,Afghanistan
Public Awareness,1,Albania
Public Awareness,1,United Arab Emirates
Public Awareness,1,Argentina
Public Awareness,1,Australia
Public Awareness,1,Bangladesh
Public Awareness,1,Barbados
Public Awareness,1,Brunei
Public Awareness,1,Canada
Public Awareness,1,Cayman Islands
Public Awareness,1,Chile
Public Awareness,1,Colombia
Public Awareness,1,Costa Rica
Public Awareness,1,Denmark
Public Awareness,1,Egypt
Public Awareness,1,El Salvador
Public Awareness,1,Eritrea
Public Awareness,1,Eswatini
Public Awareness,1,Ethiopia
Public Awareness,1,Fiji
Public Awareness,1,Finland
Public Awareness,1,France
Public Awareness,1,Germany
Public Awareness,1,Ghana
Public Awareness,1,India
Public Awareness,1,Iran
Public Awareness,1,Ireland
Public Awareness,1,Kenya
Public Awareness,1,Kuwait
Public Awareness,1,Lebanon
Public Awareness,1,Liberia
Public Awareness,1,Libya
Public Awareness,1,Malawi
Public Awareness,1,Malaysia
Public Awareness,1,Maldives
Public Awareness,1,Malta
Public Awareness,1,Mauritius
Public Awareness,1,Micronesia
Public Awareness,1,Mongolia
Public Awareness,1,Myanmar
Public Awareness,1,Namibia
Public Awareness,1,Nauru
Public Awareness,1,Nepal
Public Awareness,1,Netherlands
Public Awareness,1,Nigeria
Public Awareness,1,Norway
Public Awareness,1,Oman
Public Awareness,1,Pakistan
Public Awareness,1,Palestine
Public Awareness,1,Papua New Guinea
Public Awareness,1,Paraguay
Public Awareness,1,Peru
Public Awareness,1,Qatar
Public Awareness,1,North Macedonia
Public Awareness,1,Rwanda
Public Awareness,1,Samoa
Public Awareness,1,Saudi Arabia
Public Awareness,1,Sierra Leone
Public Awareness,1,Solomon Islands
Public Awareness,1,Somalia
Public Awareness,1,South Africa
Public Awareness,1,Spain
Public Awareness,1,Sri Lanka
Public Awareness,1,Sudan
Public Awareness,1,Sweden
Public Awareness,1,Switzerland
Public Awareness,1,Syria
Public Awareness,1,Tajikistan
Public Awareness,1,Tanzania
Public Awareness,1,Thailand
Public Awareness,1,Timor-Leste
Public Awareness,1,Tonga
Public Awareness,1,Tunisia
Public Awareness,1,Turkmenistan
Public Awareness,1,Tuvalu
Public Awareness,1,United Kingdom
Public Awareness,1,United States
Public Awareness,1,Uruguay
Public Awareness,1,Vietnam
Public Awareness,1,Yemen
Public Awareness,1,Zambia
International Collaboration,1,Afghanistan
International Collaboration,1,Albania
International Collaboration,1,United Arab Emirates
International Collaboration,1,Argentina
International Collaboration,1,Australia
International Collaboration,1,Bangladesh
International Collaboration,1,Barbados
International Collaboration,1,Brunei
International Collaboration,1,Canada
International Collaboration,1,Cayman Islands
International Collaboration,1,Chile
International Collaboration,1,Colombia
International Collaboration,1,Costa Rica
International Collaboration,1,Denmark
International Collaboration,1,Egypt
International Collaboration,1,El Salvador
International Collaboration,1,Eritrea
International Collaboration,1,Eswatini
International Collaboration,1,Ethiopia
International Collaboration,1,Fiji
International Collaboration,1,Finland
International Collaboration,1,France
International Collaboration,1,Germany
International Collaboration,1,Ghana
International Collaboration,1,India
International Collaboration,1,Iran
International Collaboration,1,Ireland
International Collaboration,1,Kenya
International Collaboration,1,Kuwait
International Collaboration,1,Lebanon
International Collaboration,1,Liberia
International Collaboration,1,Libya
International Collaboration,1,Malawi
International Collaboration,1,Malaysia
International Collaboration,1,Maldives
International Collaboration,1,Malta
International Collaboration,1,Mauritius
International Collaboration,1,Micronesia
International Collaboration,1,Mongolia
International Collaboration,1,Myanmar
International Collaboration,1,Namibia
International Collaboration,1,Nauru
International Collaboration,1,Nepal
International Collaboration,1,Netherlands
International Collaboration,1,Nigeria
International Collaboration,1,Norway
International Collaboration,1,Oman
International Collaboration,1,Pakistan
International Collaboration,1,Palestine
International Collaboration,1,Papua New Guinea
International Collaboration,1,Paraguay
International Collaboration,1,Peru
International Collaboration,1,Qatar
International Collaboration,1,North Macedonia
International Collaboration,1,Rwanda
International Collaboration,1,Samoa
International Collaboration,1,Saudi Arabia
International Collaboration,1,Sierra Leone
International Collaboration,1,Solomon Islands
International Collaboration,1,Somalia
International Collaboration,1,South Africa
International Collaboration,1,Spain
International Collaboration,1,Sri Lanka
International Collaboration,1,Sudan
International Collaboration,1,Sweden
International Collaboration,1,Switzerland
International Collaboration,1,Syria
International Collaboration,1,Tajikistan
International Collaboration,1,Tanzania
International Collaboration,1,Thailand
International Collaboration,1,Timor-Leste
International Collaboration,1,Tonga
International Collaboration,1,Tunisia
International Collaboration,1,Turkmenistan
International Collaboration,1,Tuvalu
International Collaboration,1,United Kingdom
International Collaboration,1,United States
International Collaboration,1,Uruguay
International Collaboration,1,Vietnam
International Collaboration,1,Yemen
International Collaboration,1,Zambia
Surveillance,1,Afghanistan
Surveillance,1,Albania
Surveillance,1,United Arab Emirates
Surveillance,1,Argentina
Surveillance,1,Australia
Surveillance,1,Bangladesh
Surveillance,1,Barbados
Surveillance,1,Brunei
Surveillance,1,Canada
Surveillance,1,Cayman Islands
Surveillance,1,Chile
Surveillance,1,Colombia
Surveillance,1,Costa Rica
Surveillance,1,Denmark
Surveillance,1,Egypt
Surveillance,1,El Salvador
Surveillance,1,Eritrea
Surveillance,1,Eswatini
Surveillance,1,Ethiopia
Surveillance,1,Fiji
Surveillance,1,Finland
Surveillance,1,France
Surveillance,1,Germany
Surveillance,1,Ghana
Surveillance,1,India
Surveillance,1,Iran
Surveillance,1,Ireland
Surveillance,1,Kenya
Surveillance,1,Kuwait
Surveillance,1,Lebanon
Surveillance,1,Liberia
Surveillance,1,Libya
Surveillance,1,Malawi
Surveillance,1,Malaysia
Surveillance,1,Maldives
Surveillance,1,Malta
Surveillance,1,Mauritius
Surveillance,1,Micronesia
Surveillance,1,Mongolia
Surveillance,1,Myanmar
Surveillance,1,Namibia
Surveillance,1,Nauru
Surveillance,1,Nepal
Surveillance,1,Netherlands
Surveillance,1,Nigeria
Surveillance,1,Norway
Surveillance,1,Oman
Surveillance,1,Pakistan
Surveillance,1,Palestine
Surveillance,1,Papua New Guinea
Surveillance,1,Paraguay
Surveillance,1,Peru
Surveillance,1,Qatar
Surveillance,1,North Macedonia
Surveillance,1,Rwanda
Surveillance,1,Samoa
Surveillance,1,Saudi Arabia
Surveillance,1,Sierra Leone
Surveillance,1,Solomon Islands
Surveillance,1,Somalia
Surveillance,1,South Africa
Surveillance,1,Spain
Surveillance,1,Sri Lanka
Surveillance,1,Sudan
Surveillance,1,Sweden
Surveillance,1,Switzerland
Surveillance,1,Syria
Surveillance,1,Tajikistan
Surveillance,1,Tanzania
Surveillance,1,Thailand
Surveillance,1,Timor-Leste
Surveillance,1,Tonga
Surveillance,1,Tunisia
Surveillance,1,Turkmenistan
Surveillance,1,Tuvalu
Surveillance,1,United Kingdom
Surveillance,1,United States
Surveillance,1,Uruguay
Surveillance,1,Vietnam
Surveillance,1,Yemen
Surveillance,1,Zambia
Emergent Resistance Detection,1,Afghanistan
Emergent Resistance Detection,1,Albania
Emergent Resistance Detection,1,United Arab Emirates
Emergent Resistance Detection,1,Argentina
Emergent Resistance Detection,1,Australia
Emergent Resistance Detection,0,Bangladesh
Emergent Resistance Detection,1,Barbados
Emergent Resistance Detection,1,Brunei
Emergent Resistance Detection,1,Canada
Emergent Resistance Detection,1,Cayman Islands
Emergent Resistance Detection,1,Chile
Emergent Resistance Detection,1,Colombia
Emergent Resistance Detection,1,Costa Rica
Emergent Resistance Detection,0,Denmark
Emergent Resistance Detection,1,Egypt
Emergent Resistance Detection,0,El Salvador
Emergent Resistance Detection,1,Eritrea
Emergent Resistance Detection,1,Eswatini
Emergent Resistance Detection,1,Ethiopia
Emergent Resistance Detection,1,Fiji
Emergent Resistance Detection,1,Finland
Emergent Resistance Detection,0,France
Emergent Resistance Detection,1,Germany
Emergent Resistance Detection,1,Ghana
Emergent Resistance Detection,1,India
Emergent Resistance Detection,1,Iran
Emergent Resistance Detection,1,Ireland
Emergent Resistance Detection,1,Kenya
Emergent Resistance Detection,1,Kuwait
Emergent Resistance Detection,1,Lebanon
Emergent Resistance Detection,1,Liberia
Emergent Resistance Detection,1,Libya
Emergent Resistance Detection,1,Malawi
Emergent Resistance Detection,1,Malaysia
Emergent Resistance Detection,1,Maldives
Emergent Resistance Detection,1,Malta
Emergent Resistance Detection,1,Mauritius
Emergent Resistance Detection,1,Micronesia
Emergent Resistance Detection,1,Mongolia
Emergent Resistance Detection,1,Myanmar
Emergent Resistance Detection,1,Namibia
Emergent Resistance Detection,1,Nauru
Emergent Resistance Detection,1,Nepal
Emergent Resistance Detection,1,Netherlands
Emergent Resistance Detection,1,Nigeria
Emergent Resistance Detection,1,Norway
Emergent Resistance Detection,1,Oman
Emergent Resistance Detection,1,Pakistan
Emergent Resistance Detection,1,Palestine
Emergent Resistance Detection,1,Papua New Guinea
Emergent Resistance Detection,1,Paraguay
Emergent Resistance Detection,1,Peru
Emergent Resistance Detection,1,Qatar
Emergent Resistance Detection,0,North Macedonia
Emergent Resistance Detection,1,Rwanda
Emergent Resistance Detection,1,Samoa
Emergent Resistance Detection,1,Saudi Arabia
Emergent Resistance Detection,1,Sierra Leone
Emergent Resistance Detection,1,Solomon Islands
Emergent Resistance Detection,1,Somalia
Emergent Resistance Detection,1,South Africa
Emergent Resistance Detection,1,Spain
Emergent Resistance Detection,1,Sri Lanka
Emergent Resistance Detection,1,Sudan
Emergent Resistance Detection,1,Sweden
Emergent Resistance Detection,1,Switzerland
Emergent Resistance Detection,1,Syria
Emergent Resistance Detection,1,Tajikistan
Emergent Resistance Detection,1,Tanzania
Emergent Resistance Detection,1,Thailand
Emergent Resistance Detection,1,Timor-Leste
Emergent Resistance Detection,1,Tonga
Emergent Resistance Detection,1,Tunisia
Emergent Resistance Detection,1,Turkmenistan
Emergent Resistance Detection,1,Tuvalu
Emergent Resistance Detection,1,United Kingdom
Emergent Resistance Detection,1,United States
Emergent Resistance Detection,1,Uruguay
Emergent Resistance Detection,1,Vietnam
Emergent Resistance Detection,1,Yemen
Emergent Resistance Detection,1,Zambia
IPC,1,Afghanistan
IPC,1,Albania
IPC,1,United Arab Emirates
IPC,1,Argentina
IPC,1,Australia
IPC,1,Bangladesh
IPC,1,Barbados
IPC,1,Brunei
IPC,1,Canada
IPC,1,Cayman Islands
IPC,1,Chile
IPC,1,Colombia
IPC,1,Costa Rica
IPC,1,Denmark
IPC,1,Egypt
IPC,1,El Salvador
IPC,1,Eritrea
IPC,1,Eswatini
IPC,1,Ethiopia
IPC,1,Fiji
IPC,1,Finland
IPC,1,France
IPC,1,Germany
IPC,1,Ghana
IPC,1,India
IPC,1,Iran
IPC,1,Ireland
IPC,1,Kenya
IPC,1,Kuwait
IPC,1,Lebanon
IPC,1,Liberia
IPC,1,Libya
IPC,1,Malawi
IPC,1,Malaysia
IPC,1,Maldives
IPC,1,Malta
IPC,1,Mauritius
IPC,1,Micronesia
IPC,1,Mongolia
IPC,1,Myanmar
IPC,1,Namibia
IPC,1,Nauru
IPC,1,Nepal
IPC,1,Netherlands
IPC,1,Nigeria
IPC,1,Norway
IPC,1,Oman
IPC,1,Pakistan
IPC,1,Palestine
IPC,1,Papua New Guinea
IPC,1,Paraguay
IPC,1,Peru
IPC,1,Qatar
IPC,1,North Macedonia
IPC,1,Rwanda
IPC,1,Samoa
IPC,1,Saudi Arabia
IPC,1,Sierra Leone
IPC,1,Solomon Islands
IPC,1,Somalia
IPC,1,South Africa
IPC,1,Spain
IPC,1,Sri Lanka
IPC,1,Sudan
IPC,1,Sweden
IPC,1,Switzerland
IPC,1,Syria
IPC,1,Tajikistan
IPC,1,Tanzania
IPC,1,Thailand
IPC,1,Timor-Leste
IPC,1,Tonga
IPC,1,Tunisia
IPC,1,Turkmenistan
IPC,1,Tuvalu
IPC,1,United Kingdom
IPC,1,United States
IPC,1,Uruguay
IPC,1,Vietnam
IPC,1,Yemen
IPC,1,Zambia
OIE/FAO Standards,1,Afghanistan
OIE/FAO Standards,1,Albania
OIE/FAO Standards,1,United Arab Emirates
OIE/FAO Standards,1,Argentina
OIE/FAO Standards,1,Australia
OIE/FAO Standards,0,Bangladesh
OIE/FAO Standards,1,Barbados
OIE/FAO Standards,1,Brunei
OIE/FAO Standards,1,Canada
OIE/FAO Standards,1,Cayman Islands
OIE/FAO Standards,1,Chile
OIE/FAO Standards,1,Colombia
OIE/FAO Standards,1,Costa Rica
OIE/FAO Standards,1,Denmark
OIE/FAO Standards,1,Egypt
OIE/FAO Standards,0,El Salvador
OIE/FAO Standards,1,Eritrea
OIE/FAO Standards,1,Eswatini
OIE/FAO Standards,1,Ethiopia
OIE/FAO Standards,1,Fiji
OIE/FAO Standards,1,Finland
OIE/FAO Standards,0,France
OIE/FAO Standards,1,Germany
OIE/FAO Standards,1,Ghana
OIE/FAO Standards,1,India
OIE/FAO Standards,1,Iran
OIE/FAO Standards,1,Ireland
OIE/FAO Standards,1,Kenya
OIE/FAO Standards,1,Kuwait
OIE/FAO Standards,1,Lebanon
OIE/FAO Standards,1,Liberia
OIE/FAO Standards,1,Libya
OIE/FAO Standards,1,Malawi
OIE/FAO Standards,1,Malaysia
OIE/FAO Standards,1,Maldives
OIE/FAO Standards,1,Malta
OIE/FAO Standards,1,Mauritius
OIE/FAO Standards,1,Micronesia
OIE/FAO Standards,1,Mongolia
OIE/FAO Standards,1,Myanmar
OIE/FAO Standards,1,Namibia
OIE/FAO Standards,1,Nauru
OIE/FAO Standards,1,Nepal
OIE/FAO Standards,1,Netherlands
OIE/FAO Standards,1,Nigeria
OIE/FAO Standards,1,Norway
OIE/FAO Standards,1,Oman
OIE/FAO Standards,1,Pakistan
OIE/FAO Standards,1,Palestine
OIE/FAO Standards,1,Papua New Guinea
OIE/FAO Standards,1,Paraguay
OIE/FAO Standards,1,Peru
OIE/FAO Standards,1,Qatar
OIE/FAO Standards,0,North Macedonia
OIE/FAO Standards,1,Rwanda
OIE/FAO Standards,1,Samoa
OIE/FAO Standards,1,Saudi Arabia
OIE/FAO Standards,1,Sierra Leone
OIE/FAO Standards,1,Solomon Islands
OIE/FAO Standards,1,Somalia
OIE/FAO Standards,1,South Africa
OIE/FAO Standards,1,Spain
OIE/FAO Standards,1,Sri Lanka
OIE/FAO Standards,1,Sudan
OIE/FAO Standards,1,Sweden
OIE/FAO Standards,1,Switzerland
OIE/FAO Standards,1,Syria
OIE/FAO Standards,1,Tajikistan
OIE/FAO Standards,1,Tanzania
OIE/FAO Standards,1,Thailand
OIE/FAO Standards,1,Timor-Leste
OIE/FAO Standards,1,Tonga
OIE/FAO Standards,1,Tunisia
OIE/FAO Standards,1,Turkmenistan
OIE/FAO Standards,1,Tuvalu
OIE/FAO Standards,1,United Kingdom
OIE/FAO Standards,1,United States
OIE/FAO Standards,1,Uruguay
OIE/FAO Standards,1,Vietnam
OIE/FAO Standards,1,Yemen
OIE/FAO Standards,1,Zambia
Antibiotic Prescription and Dispensation,1,Afghanistan
Antibiotic Prescription and Dispensation,1,Albania
Antibiotic Prescription and Dispensation,1,United Arab Emirates
Antibiotic Prescription and Dispensation,1,Argentina
Antibiotic Prescription and Dispensation,1,Australia
Antibiotic Prescription and Dispensation,1,Bangladesh
Antibiotic Prescription and Dispensation,1,Barbados
Antibiotic Prescription and Dispensation,1,Brunei
Antibiotic Prescription and Dispensation,1,Canada
Antibiotic Prescription and Dispensation,1,Cayman Islands
Antibiotic Prescription and Dispensation,1,Chile
Antibiotic Prescription and Dispensation,1,Colombia
Antibiotic Prescription and Dispensation,1,Costa Rica
Antibiotic Prescription and Dispensation,1,Denmark
Antibiotic Prescription and Dispensation,1,Egypt
Antibiotic Prescription and Dispensation,1,El Salvador
Antibiotic Prescription and Dispensation,1,Eritrea
Antibiotic Prescription and Dispensation,1,Eswatini
Antibiotic Prescription and Dispensation,1,Ethiopia
Antibiotic Prescription and Dispensation,1,Fiji
Antibiotic Prescription and Dispensation,1,Finland
Antibiotic Prescription and Dispensation,0,France
Antibiotic Prescription and Dispensation,1,Germany
Antibiotic Prescription and Dispensation,1,Ghana
Antibiotic Prescription and Dispensation,1,India
Antibiotic Prescription and Dispensation,1,Iran
Antibiotic Prescription and Dispensation,1,Ireland
Antibiotic Prescription and Dispensation,1,Kenya
Antibiotic Prescription and Dispensation,1,Kuwait
Antibiotic Prescription and Dispensation,1,Lebanon
Antibiotic Prescription and Dispensation,1,Liberia
Antibiotic Prescription and Dispensation,1,Libya
Antibiotic Prescription and Dispensation,1,Malawi
Antibiotic Prescription and Dispensation,1,Malaysia
Antibiotic Prescription and Dispensation,1,Maldives
Antibiotic Prescription and Dispensation,1,Malta
Antibiotic Prescription and Dispensation,1,Mauritius
Antibiotic Prescription and Dispensation,1,Micronesia
Antibiotic Prescription and Dispensation,1,Mongolia
Antibiotic Prescription and Dispensation,1,Myanmar
Antibiotic Prescription and Dispensation,1,Namibia
Antibiotic Prescription and Dispensation,1,Nauru
Antibiotic Prescription and Dispensation,1,Nepal
Antibiotic Prescription and Dispensation,1,Netherlands
Antibiotic Prescription and Dispensation,1,Nigeria
Antibiotic Prescription and Dispensation,1,Norway
Antibiotic Prescription and Dispensation,1,Oman
Antibiotic Prescription and Dispensation,1,Pakistan
Antibiotic Prescription and Dispensation,1,Palestine
Antibiotic Prescription and Dispensation,1,Papua New Guinea
Antibiotic Prescription and Dispensation,1,Paraguay
Antibiotic Prescription and Dispensation,1,Peru
Antibiotic Prescription and Dispensation,1,Qatar
Antibiotic Prescription and Dispensation,0,North Macedonia
Antibiotic Prescription and Dispensation,1,Rwanda
Antibiotic Prescription and Dispensation,1,Samoa
Antibiotic Prescription and Dispensation,1,Saudi Arabia
Antibiotic Prescription and Dispensation,1,Sierra Leone
Antibiotic Prescription and Dispensation,1,Solomon Islands
Antibiotic Prescription and Dispensation,1,Somalia
Antibiotic Prescription and Dispensation,1,South Africa
Antibiotic Prescription and Dispensation,1,Spain
Antibiotic Prescription and Dispensation,1,Sri Lanka
Antibiotic Prescription and Dispensation,1,Sudan
Antibiotic Prescription and Dispensation,1,Sweden
Antibiotic Prescription and Dispensation,1,Switzerland
Antibiotic Prescription and Dispensation,1,Syria
Antibiotic Prescription and Dispensation,1,Tajikistan
Antibiotic Prescription and Dispensation,1,Tanzania
Antibiotic Prescription and Dispensation,1,Thailand
Antibiotic Prescription and Dispensation,1,Timor-Leste
Antibiotic Prescription and Dispensation,1,Tonga
Antibiotic Prescription and Dispensation,1,Tunisia
Antibiotic Prescription and Dispensation,1,Turkmenistan
Antibiotic Prescription and Dispensation,1,Tuvalu
Antibiotic Prescription and Dispensation,1,United Kingdom
Antibiotic Prescription and Dispensation,1,United States
Antibiotic Prescription and Dispensation,1,Uruguay
Antibiotic Prescription and Dispensation,1,Vietnam
Antibiotic Prescription and Dispensation,1,Yemen
Antibiotic Prescription and Dispensation,1,Zambia
Rational Antibiotic Use Laws,1,Afghanistan
Rational Antibiotic Use Laws,1,Albania
Rational Antibiotic Use Laws,1,United Arab Emirates
Rational Antibiotic Use Laws,1,Argentina
Rational Antibiotic Use Laws,1,Australia
Rational Antibiotic Use Laws,1,Bangladesh
Rational Antibiotic Use Laws,1,Barbados
Rational Antibiotic Use Laws,1,Brunei
Rational Antibiotic Use Laws,1,Canada
Rational Antibiotic Use Laws,1,Cayman Islands
Rational Antibiotic Use Laws,1,Chile
Rational Antibiotic Use Laws,1,Colombia
Rational Antibiotic Use Laws,1,Costa Rica
Rational Antibiotic Use Laws,1,Denmark
Rational Antibiotic Use Laws,1,Egypt
Rational Antibiotic Use Laws,1,El Salvador
Rational Antibiotic Use Laws,1,Eritrea
Rational Antibiotic Use Laws,1,Eswatini
Rational Antibiotic Use Laws,1,Ethiopia
Rational Antibiotic Use Laws,1,Fiji
Rational Antibiotic Use Laws,1,Finland
Rational Antibiotic Use Laws,0,France
Rational Antibiotic Use Laws,1,Germany
Rational Antibiotic Use Laws,1,Ghana
Rational Antibiotic Use Laws,1,India
Rational Antibiotic Use Laws,1,Iran
Rational Antibiotic Use Laws,1,Ireland
Rational Antibiotic Use Laws,1,Kenya
Rational Antibiotic Use Laws,1,Kuwait
Rational Antibiotic Use Laws,1,Lebanon
Rational Antibiotic Use Laws,1,Liberia
Rational Antibiotic Use Laws,1,Libya
Rational Antibiotic Use Laws,1,Malawi
Rational Antibiotic Use Laws,1,Malaysia
Rational Antibiotic Use Laws,1,Maldives
Rational Antibiotic Use Laws,1,Malta
Rational Antibiotic Use Laws,1,Mauritius
Rational Antibiotic Use Laws,1,Micronesia
Rational Antibiotic Use Laws,1,Mongolia
Rational Antibiotic Use Laws,1,Myanmar
Rational Antibiotic Use Laws,1,Namibia
Rational Antibiotic Use Laws,1,Nauru
Rational Antibiotic Use Laws,1,Nepal
Rational Antibiotic Use Laws,1,Netherlands
Rational Antibiotic Use Laws,1,Nigeria
Rational Antibiotic Use Laws,1,Norway
Rational Antibiotic Use Laws,1,Oman
Rational Antibiotic Use Laws,1,Pakistan
Rational Antibiotic Use Laws,1,Palestine
Rational Antibiotic Use Laws,1,Papua New Guinea
Rational Antibiotic Use Laws,1,Paraguay
Rational Antibiotic Use Laws,1,Peru
Rational Antibiotic Use Laws,1,Qatar
Rational Antibiotic Use Laws,0,North Macedonia
Rational Antibiotic Use Laws,1,Rwanda
Rational Antibiotic Use Laws,1,Samoa
Rational Antibiotic Use Laws,1,Saudi Arabia
Rational Antibiotic Use Laws,1,Sierra Leone
Rational Antibiotic Use Laws,1,Solomon Islands
Rational Antibiotic Use Laws,1,Somalia
Rational Antibiotic Use Laws,1,South Africa
Rational Antibiotic Use Laws,1,Spain
Rational Antibiotic Use Laws,1,Sri Lanka
Rational Antibiotic Use Laws,1,Sudan
Rational Antibiotic Use Laws,1,Sweden
Rational Antibiotic Use Laws,1,Switzerland
Rational Antibiotic Use Laws,1,Syria
Rational Antibiotic Use Laws,1,Tajikistan
Rational Antibiotic Use Laws,1,Tanzania
Rational Antibiotic Use Laws,1,Thailand
Rational Antibiotic Use Laws,1,Timor-Leste
Rational Antibiotic Use Laws,1,Tonga
Rational Antibiotic Use Laws,1,Tunisia
Rational Antibiotic Use Laws,1,Turkmenistan
Rational Antibiotic Use Laws,1,Tuvalu
Rational Antibiotic Use Laws,1,United Kingdom
Rational Antibiotic Use Laws,1,United States
Rational Antibiotic Use Laws,1,Uruguay
Rational Antibiotic Use Laws,1,Vietnam
Rational Antibiotic Use Laws,1,Yemen
Rational Antibiotic Use Laws,1,Zambia
Research and Development,1,Afghanistan
Research and Development,1,Albania
Research and Development,1,United Arab Emirates
Research and Development,1,Argentina
Research and Development,1,Australia
Research and Development,0,Bangladesh
Research and Development,1,Barbados
Research and Development,1,Brunei
Research and Development,1,Canada
Research and Development,1,Cayman Islands
Research and Development,1,Chile
Research and Development,1,Colombia
Research and Development,1,Costa Rica
Research and Development,0,Denmark
Research and Development,1,Egypt
Research and Development,0,El Salvador
Research and Development,1,Eritrea
Research and Development,1,Eswatini
Research and Development,1,Ethiopia
Research and Development,1,Fiji
Research and Development,1,Finland
Research and Development,1,France
Research and Development,1,Germany
Research and Development,1,Ghana
Research and Development,1,India
Research and Development,1,Iran
Research and Development,1,Ireland
Research and Development,1,Kenya
Research and Development,1,Kuwait
Research and Development,1,Lebanon
Research and Development,1,Liberia
Research and Development,1,Libya
Research and Development,1,Malawi
Research and Development,1,Malaysia
Research and Development,1,Maldives
Research and Development,1,Malta
Research and Development,1,Mauritius
Research and Development,1,Micronesia
Research and Development,1,Mongolia
Research and Development,1,Myanmar
Research and Development,0,Namibia
Research and Development,1,Nauru
Research and Development,1,Nepal
Research and Development,1,Netherlands
Research and Development,1,Nigeria
Research and Development,1,Norway
Research and Development,1,Oman
Research and Development,1,Pakistan
Research and Development,1,Palestine
Research and Development,1,Papua New Guinea
Research and Development,1,Paraguay
Research and Development,1,Peru
Research and Development,1,Qatar
Research and Development,0,North Macedonia
Research and Development,1,Rwanda
Research and Development,0,Samoa
Research and Development,1,Saudi Arabia
Research and Development,1,Sierra Leone
Research and Development,1,Solomon Islands
Research and Development,1,Somalia
Research and Development,1,South Africa
Research and Development,1,Spain
Research and Development,1,Sri Lanka
Research and Development,1,Sudan
Research and Development,1,Sweden
Research and Development,1,Switzerland
Research and Development,0,Syria
Research and Development,1,Tajikistan
Research and Development,1,Tanzania
Research and Development,1,Thailand
Research and Development,1,Timor-Leste
